[2025-10-27 20:32:33] [INFO    ] discord.client: logging in using static token
[2025-10-27 20:39:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597594130}}
[2025-10-27 20:39:59] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597599135, 'seq_ack': 7}.
[2025-10-27 20:39:59] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597599135, 'seq_ack': 7}}.
[2025-10-27 20:39:59] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597599135}}
[2025-10-27 20:40:04] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597604149, 'seq_ack': 7}.
[2025-10-27 20:40:04] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597604149, 'seq_ack': 7}}.
[2025-10-27 20:40:04] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597604149}}
[2025-10-27 20:40:07] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-10-27 20:40:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-27 20:40:09] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597609159, 'seq_ack': 7}.
[2025-10-27 20:40:09] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597609159, 'seq_ack': 7}}.
[2025-10-27 20:40:09] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597609159}}
[2025-10-27 20:40:14] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597614161, 'seq_ack': 7}.
[2025-10-27 20:40:14] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597614161, 'seq_ack': 7}}.
[2025-10-27 20:40:14] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597614161}}
[2025-10-27 20:40:19] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597619165, 'seq_ack': 7}.
[2025-10-27 20:40:19] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597619165, 'seq_ack': 7}}.
[2025-10-27 20:40:19] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597619165}}
[2025-10-27 20:40:24] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597624170, 'seq_ack': 7}.
[2025-10-27 20:40:24] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597624170, 'seq_ack': 7}}.
[2025-10-27 20:40:24] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597624170}}
[2025-10-27 20:40:29] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597629174, 'seq_ack': 7}.
[2025-10-27 20:40:29] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597629174, 'seq_ack': 7}}.
[2025-10-27 20:40:29] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597629174}}
[2025-10-27 20:40:34] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597634178, 'seq_ack': 7}.
[2025-10-27 20:40:34] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597634178, 'seq_ack': 7}}.
[2025-10-27 20:40:34] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597634178}}
[2025-10-27 20:40:39] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597639182, 'seq_ack': 7}.
[2025-10-27 20:40:39] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597639182, 'seq_ack': 7}}.
[2025-10-27 20:40:39] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597639182}}
[2025-10-27 20:40:44] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597644187, 'seq_ack': 7}.
[2025-10-27 20:40:44] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597644187, 'seq_ack': 7}}.
[2025-10-27 20:40:44] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597644187}}
[2025-10-27 20:40:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-10-27 20:40:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-27 20:40:49] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597649190, 'seq_ack': 7}.
[2025-10-27 20:40:49] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597649190, 'seq_ack': 7}}.
[2025-10-27 20:40:49] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597649190}}
[2025-10-27 20:40:54] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597654204, 'seq_ack': 7}.
[2025-10-27 20:40:54] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597654204, 'seq_ack': 7}}.
[2025-10-27 20:40:54] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597654204}}
[2025-10-27 20:40:59] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597659219, 'seq_ack': 7}.
[2025-10-27 20:40:59] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597659219, 'seq_ack': 7}}.
[2025-10-27 20:40:59] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597659219}}
[2025-10-27 20:41:04] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597664230, 'seq_ack': 7}.
[2025-10-27 20:41:04] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597664230, 'seq_ack': 7}}.
[2025-10-27 20:41:04] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597664230}}
[2025-10-27 20:41:09] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597669239, 'seq_ack': 7}.
[2025-10-27 20:41:09] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597669239, 'seq_ack': 7}}.
[2025-10-27 20:41:09] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597669239}}
[2025-10-27 20:41:14] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597674246, 'seq_ack': 7}.
[2025-10-27 20:41:14] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597674246, 'seq_ack': 7}}.
[2025-10-27 20:41:14] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597674246}}
[2025-10-27 20:41:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-27T20:41:16.952000+00:00', 'pinned': False, 'nonce': '1432469225514991616', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1289526596583166034', '1432358139797438628'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-09-26T10:16:22.570000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1432469223829012631', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!play https://www.youtube.com/watch?v=R1MBI2tSHe0&list=RDIzx6DQUrsag&index=22', 'components': [], 'channel_type': 0, 'channel_id': '981977973362159629', 'author': {'username': 'relic1465', 'public_flags': 128, 'primary_guild': None, 'id': '513386132579287040', 'global_name': 'relic', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3109bd58bedf1f87e6e393e63ac3939c'}, 'attachments': [], 'guild_id': '981977972682661908'}}
[2025-10-27 20:41:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-27 20:41:17] [DEBUG   ] discord.client: Dispatching event message
[2025-10-27 20:41:19] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597679249, 'seq_ack': 7}.
[2025-10-27 20:41:26] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597679249, 'seq_ack': 7}}.
[2025-10-27 20:41:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-27T20:41:16.952000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1289526596583166034', '1432358139797438628'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-09-26T10:16:22.570000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1432469223829012631', 'flags': 0, 'embeds': [{'video': {'width': 720, 'url': 'https://www.youtube.com/embed/R1MBI2tSHe0', 'placeholder_version': 1, 'placeholder': 'xwgKJIL2eUl4iIeHeIj3h4d/iA==', 'height': 720, 'flags': 0}, 'url': 'https://www.youtube.com/watch?v=R1MBI2tSHe0', 'type': 'video', 'title': 'Blue Monday (2020 Digital Master)', 'thumbnail': {'width': 1280, 'url': 'https://i.ytimg.com/vi/R1MBI2tSHe0/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/m9A5sXvTUI9zbz4eWfejCiFIsAvUJP4Tn5qCvXd3ceo/https/i.ytimg.com/vi/R1MBI2tSHe0/maxresdefault.jpg', 'placeholder_version': 1, 'placeholder': 'xwgKJIL2eUl4iIeHeIj3h4d/iA==', 'height': 720, 'flags': 0, 'content_type': 'image/jpeg'}, 'provider': {'url': 'https://www.youtube.com', 'name': 'YouTube'}, 'id': '1432469225183903755', 'description': 'Provided to YouTube by WM UK\n\nBlue Monday (2020 Digital Master) · New Order\n\nBlue Monday\n\n℗ 1983, 2020 Warner Music UK Ltd\n\nAssistant Engineer: Barry Sage\nAssistant Engineer: Mark Boyne\nEngineer: Michael Johnson\nProducer: New Order\nProgrammer: New Order\nWriter: Bernard Sumner\nWriter: Gillian Gilbert\nWriter: Peter Hook\nWriter: Stephen Morris\n\n...', 'color': 16711680, 'author': {'url': 'https://www.youtube.com/channel/UCXExK7We8VKsIzFFQYNEgBg', 'name': 'New Order - Topic'}}], 'edited_timestamp': None, 'content': '!play https://www.youtube.com/watch?v=R1MBI2tSHe0&list=RDIzx6DQUrsag&index=22', 'components': [], 'channel_type': 0, 'channel_id': '981977973362159629', 'author': {'username': 'relic1465', 'public_flags': 128, 'primary_guild': None, 'id': '513386132579287040', 'global_name': 'relic', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3109bd58bedf1f87e6e393e63ac3939c'}, 'attachments': [], 'guild_id': '981977972682661908'}}
[2025-10-27 20:41:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-27 20:41:26] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-10-27 20:41:26] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-10-27 20:41:26] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597679249}}
[2025-10-27 20:41:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 15, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-27T20:41:26.555000+00:00', 'pinned': False, 'nonce': '15990647100495839930', 'mentions': [{'username': 'relic1465', 'public_flags': 128, 'primary_guild': None, 'member': {'roles': ['1289526596583166034', '1432358139797438628'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-09-26T10:16:22.570000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '513386132579287040', 'global_name': 'relic', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '3109bd58bedf1f87e6e393e63ac3939c'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1432354559942201517', '1432354937060462654', '1432358286853935287'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-27T13:05:39.103000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1432469264106917981', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@513386132579287040> - Now playing: Blue Monday (2020 Digital Master)', 'components': [], 'channel_type': 0, 'channel_id': '981977973362159629', 'author': {'username': 'Rhyme', 'public_flags': 0, 'primary_guild': None, 'id': '1432122816915963906', 'global_name': None, 'display_name_styles': None, 'discriminator': '0032', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '1715b37cce0d83ef9a85e2a2ffae0a96'}, 'attachments': [], 'guild_id': '981977972682661908'}}
[2025-10-27 20:41:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-27 20:41:27] [DEBUG   ] discord.client: Dispatching event message
[2025-10-27 20:41:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/981977973362159629/messages with {"content":"<@513386132579287040> - Now playing: Blue Monday (2020 Digital Master)","components":[],"nonce":"15990647100495839930","enforce_nonce":true,"tts":false} has returned 200
[2025-10-27 20:41:27] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/981977973362159629/messages has received {'type': 0, 'content': '<@513386132579287040> - Now playing: Blue Monday (2020 Digital Master)', 'mentions': [{'id': '513386132579287040', 'username': 'relic1465', 'avatar': '3109bd58bedf1f87e6e393e63ac3939c', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': 14639802, 'global_name': 'relic', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#df62ba', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-27T20:41:26.555000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1432469264106917981', 'channel_id': '981977973362159629', 'author': {'id': '1432122816915963906', 'username': 'Rhyme', 'avatar': '1715b37cce0d83ef9a85e2a2ffae0a96', 'discriminator': '0032', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15990647100495839930'}
[2025-10-27 20:41:27] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['D:\\ffmpeg\\ffmpeg.exe', '-i', 'Audios\\Blue Monday (2020 Digital Master).mp3', '-f', 's16le', '-ar', '48000', '-ac', '2', '-loglevel', 'warning', '-blocksize', '8192', 'pipe:1']
[2025-10-27 20:41:27] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 8098}}.
[2025-10-27 20:41:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2025-10-27 20:41:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-27 20:41:31] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597691930, 'seq_ack': 7}.
[2025-10-27 20:41:31] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597691930, 'seq_ack': 7}}.
[2025-10-27 20:41:31] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597691930}}
[2025-10-27 20:41:36] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597696941, 'seq_ack': 7}.
[2025-10-27 20:41:36] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597696941, 'seq_ack': 7}}.
[2025-10-27 20:41:36] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597696941}}
[2025-10-27 20:41:41] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597701946, 'seq_ack': 7}.
[2025-10-27 20:41:41] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597701946, 'seq_ack': 7}}.
[2025-10-27 20:41:41] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597701946}}
[2025-10-27 20:41:46] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597706955, 'seq_ack': 7}.
[2025-10-27 20:41:46] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597706955, 'seq_ack': 7}}.
[2025-10-27 20:41:46] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597706955}}
[2025-10-27 20:41:51] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597711963, 'seq_ack': 7}.
[2025-10-27 20:41:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597711963, 'seq_ack': 7}}.
[2025-10-27 20:41:51] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597711963}}
[2025-10-27 20:41:56] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597716977, 'seq_ack': 7}.
[2025-10-27 20:41:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597716977, 'seq_ack': 7}}.
[2025-10-27 20:41:57] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597716977}}
[2025-10-27 20:42:01] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597721984, 'seq_ack': 7}.
[2025-10-27 20:42:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597721984, 'seq_ack': 7}}.
[2025-10-27 20:42:02] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597721984}}
[2025-10-27 20:42:06] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597726995, 'seq_ack': 7}.
[2025-10-27 20:42:06] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597726995, 'seq_ack': 7}}.
[2025-10-27 20:42:07] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597726995}}
[2025-10-27 20:42:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2025-10-27 20:42:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-27 20:42:12] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597732002, 'seq_ack': 7}.
[2025-10-27 20:42:12] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597732002, 'seq_ack': 7}}.
[2025-10-27 20:42:12] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597732002}}
[2025-10-27 20:42:17] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597737014, 'seq_ack': 7}.
[2025-10-27 20:42:17] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597737014, 'seq_ack': 7}}.
[2025-10-27 20:42:17] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597737014}}
[2025-10-27 20:42:22] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597742022, 'seq_ack': 7}.
[2025-10-27 20:42:22] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597742022, 'seq_ack': 7}}.
[2025-10-27 20:42:22] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597742022}}
[2025-10-27 20:42:27] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597747030, 'seq_ack': 7}.
[2025-10-27 20:42:27] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597747030, 'seq_ack': 7}}.
[2025-10-27 20:42:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597747030}}
[2025-10-27 20:42:32] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597752044, 'seq_ack': 7}.
[2025-10-27 20:42:32] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597752044, 'seq_ack': 7}}.
[2025-10-27 20:42:32] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597752044}}
[2025-10-27 20:42:37] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597757054, 'seq_ack': 7}.
[2025-10-27 20:42:37] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597757054, 'seq_ack': 7}}.
[2025-10-27 20:42:37] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597757054}}
[2025-10-27 20:42:42] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597762058, 'seq_ack': 7}.
[2025-10-27 20:42:42] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597762058, 'seq_ack': 7}}.
[2025-10-27 20:42:42] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597762058}}
[2025-10-27 20:42:47] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597767071, 'seq_ack': 7}.
[2025-10-27 20:42:47] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597767071, 'seq_ack': 7}}.
[2025-10-27 20:42:47] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597767071}}
[2025-10-27 20:42:52] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597772073, 'seq_ack': 7}.
[2025-10-27 20:42:52] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597772073, 'seq_ack': 7}}.
[2025-10-27 20:42:52] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597772073}}
[2025-10-27 20:42:52] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2025-10-27 20:42:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-27 20:42:57] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597777085, 'seq_ack': 7}.
[2025-10-27 20:42:57] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597777085, 'seq_ack': 7}}.
[2025-10-27 20:42:57] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597777085}}
[2025-10-27 20:43:02] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597782086, 'seq_ack': 7}.
[2025-10-27 20:43:02] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597782086, 'seq_ack': 7}}.
[2025-10-27 20:43:02] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597782086}}
[2025-10-27 20:43:07] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597787093, 'seq_ack': 7}.
[2025-10-27 20:43:07] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597787093, 'seq_ack': 7}}.
[2025-10-27 20:43:07] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597787093}}
[2025-10-27 20:43:12] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597792098, 'seq_ack': 7}.
[2025-10-27 20:43:12] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597792098, 'seq_ack': 7}}.
[2025-10-27 20:43:12] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597792098}}
[2025-10-27 20:43:17] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597797101, 'seq_ack': 7}.
[2025-10-27 20:43:17] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597797101, 'seq_ack': 7}}.
[2025-10-27 20:43:17] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597797101}}
[2025-10-27 20:43:22] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597802105, 'seq_ack': 7}.
[2025-10-27 20:43:22] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597802105, 'seq_ack': 7}}.
[2025-10-27 20:43:22] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597802105}}
[2025-10-27 20:43:27] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597807117, 'seq_ack': 7}.
[2025-10-27 20:43:27] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597807117, 'seq_ack': 7}}.
[2025-10-27 20:43:27] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597807117}}
[2025-10-27 20:43:32] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1761597812119, 'seq_ack': 7}.
[2025-10-27 20:43:32] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1761597812119, 'seq_ack': 7}}.
[2025-10-27 20:43:32] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1761597812119}}
[2025-10-27 20:43:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 15.
[2025-10-27 20:43:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
